loan_id,amount,tenure,status,start_date,dpd,person_id,name,gender,address,pan,dob
LN57462,275310,36,active,2021-09-08,30,P001879,jBnKmyqa,M,"""JWWdO City""",RYRQL7745S,14-01-1988
LN30678,390271,6,closed,2021-09-25,6,P001880,ZbaxkMBQ,M,"""zViED City""",NDKCR2265I,07-12-1990
LN31166,489941,24,default,2021-10-03,68,P001881,reSAnYtN,F,"""DLkeB City""",YCAFC1731H,25-12-1995
LN62461,486555,12,active,2024-12-08,7,P001882,ZzxGjtia,M,"""wOSQq City""",HZYCB8301H,19-03-1974
LN80984,499208,24,closed,2023-05-19,63,P001883,faaeDiRf,M,"""zNfgU City""",FZYIR6318E,06-01-1995
LN46119,343617,24,closed,2023-03-17,29,P001884,kpdNnrXd,M,"""jXcmq City""",MVNQO1085F,22-04-1984
LN37243,195379,6,default,2021-03-01,11,P001885,eGLULpSF,M,"""umRzt City""",BLUPC6001P,13-03-1992
LN35784,365779,36,active,2023-02-22,57,P001886,glbtRrJO,F,"""FKzRc City""",JYYHY4518S,22-08-1998
LN43277,167783,6,active,2022-05-27,24,P001887,JLCBfdZt,M,"""cGHee City""",MFNRE1153E,16-02-1993
LN10990,108967,36,default,2022-12-01,79,P001888,idsneRCg,M,"""AAgub City""",QGXEK4954A,08-07-2002
LN88626,39617,24,closed,2020-12-01,67,P001889,PVrJDCaA,M,"""SOuZe City""",JZZYZ4669X,14-12-1980
LN61814,340249,24,active,2023-09-21,52,P001890,xPZWcbYv,M,"""gwhRC City""",HMAVY1416Y,02-12-1979
LN27422,422860,24,default,2023-03-27,78,P001891,yWUMayKB,M,"""kuocc City""",HAEUX5790T,23-08-1999
LN96906,314291,24,default,2022-03-27,32,P001892,wppJMEit,M,"""FoFyH City""",HTRUA8444K,19-10-1970
LN90948,312045,12,active,2021-03-26,12,P001893,uRkgMgHS,F,"""GRGvq City""",EHXVK5284B,15-10-2003
LN27295,306410,12,active,2023-12-10,45,P001894,RTYBlnNP,F,"""iDoGl City""",CYBDV2695R,23-01-1980
LN69185,84688,12,default,2021-05-13,82,P001895,zWRvaqjb,F,"""fwbjI City""",NEEDJ9361W,08-02-2005
LN56441,307432,6,active,2020-07-02,77,P001896,fogZnuYQ,M,"""loPdk City""",KMFBJ5348W,19-07-1970
LN21256,332105,24,default,2023-09-03,18,P001897,tjauMJDt,F,"""nvaLc City""",DRPRT6852T,06-11-1999
LN15713,220344,12,active,2020-03-22,14,P001898,RCzZWQUa,M,"""XIFNy City""",LCAGP6593V,21-05-1990
LN46875,33074,36,closed,2020-05-03,76,P001899,skqATsyD,M,"""eHTGw City""",PVUAI7800V,09-09-1989
LN21786,368790,24,closed,2021-09-12,50,P001900,LOQQxQiU,M,"""QiShQ City""",OXTRL6856E,23-06-1995
LN54211,273588,6,active,2022-10-10,0,P001901,oSSdMUEi,F,"""hsSAg City""",XTWYN3002D,14-05-1982
LN98599,25928,6,active,2023-09-18,49,P001902,VQoFkfkQ,M,"""TSAWX City""",XZDUC8097V,01-02-2003
LN93983,224091,12,active,2022-04-22,38,P001903,ixZqScpa,M,"""vCOBc City""",AQZQD4877S,18-08-1981
LN11307,384508,24,default,2022-10-27,49,P001904,YZEzyclP,F,"""tmutl City""",WDBVN5959Y,11-10-2001
LN25163,393465,12,default,2021-02-13,26,P001905,AvQLiPiB,M,"""WblKT City""",FIYRO4987C,20-12-1977
LN47917,258693,6,default,2020-04-02,63,P001906,oFCcjfgs,M,"""UztQB City""",BNAUK9810H,21-04-1995
LN34141,213796,12,active,2023-09-28,51,P001907,PomPrtwK,M,"""BywOX City""",RHEAH9116G,13-07-1972
LN14064,391030,12,closed,2023-10-17,62,P001908,YgKDYmfm,F,"""XPwGV City""",FJQLV9909R,24-03-1992
LN12959,465322,36,closed,2024-02-08,46,P001909,qGziBtje,F,"""ijLge City""",IMVOI6679V,23-12-1984
LN67963,207277,12,active,2022-03-26,52,P001910,hOrNWdBp,M,"""JJqBY City""",GLHIE9314U,28-06-1984
LN82818,364484,24,default,2021-02-02,74,P001911,BLVxHOOF,M,"""dlBOX City""",IPHVB9554G,24-08-1994
LN25274,148428,36,default,2020-09-14,5,P001912,XFKzOToQ,F,"""BSpRU City""",IQNDA8763Z,14-10-1992
LN79670,403923,36,closed,2021-10-14,28,P001913,ATOvxOgS,M,"""RWOkR City""",ULNTX5927H,19-03-2002
LN70091,452378,6,closed,2024-11-27,10,P001914,pYQxOIxz,F,"""LSWLY City""",WEOQQ2706H,14-06-2004
LN36627,146630,36,active,2020-01-06,15,P001915,rodODNSk,M,"""yRFnn City""",DFOXB2046E,14-04-1976
LN12229,244784,36,active,2023-04-12,22,P001916,XmHlMaNf,M,"""psyfG City""",CFYBI5715Z,02-05-2004
LN57235,59098,24,closed,2021-03-27,55,P001917,lJuQYdbn,F,"""Uzjpb City""",MBBMY3106J,21-05-1998
LN49355,210238,12,active,2024-03-18,79,P001918,nsLeCtdG,M,"""JCNHq City""",ZPDXQ1055L,07-08-1987
LN73093,377492,36,active,2023-12-21,35,P001919,xyzgyJgz,M,"""RGrsw City""",RAYXY4977X,26-02-1985
LN91595,245813,36,default,2024-03-27,89,P001920,uRIjaySt,M,"""VnsWR City""",EHRMG7394N,24-09-1986
LN17068,220458,24,closed,2023-02-21,5,P001921,JPLRTLpu,M,"""dmQrY City""",WUNYR7998A,18-01-1977
LN57844,133235,36,default,2021-07-18,19,P001922,ZjwkoEli,M,"""pvvFI City""",WIQTY5760N,17-06-1978
LN72988,498126,24,default,2023-11-06,52,P001923,YyuNPeML,F,"""wMbXA City""",PLRLQ8499V,15-06-1993
LN81876,171219,6,default,2023-03-24,32,P001924,qstPnbmd,F,"""yqYkb City""",HTQEU2338J,14-09-2000
LN21258,52345,6,active,2020-07-12,64,P001925,eRQLSHQl,F,"""GyHoO City""",OKOAR4584R,23-11-2003
LN29003,218317,12,default,2021-05-16,84,P001926,oCyyIpnb,M,"""TDWFf City""",FYVJQ7017H,19-04-1970
LN51156,128436,6,default,2022-05-14,72,P001927,MjdjhdJY,M,"""lUNfH City""",QOSRY8591I,17-10-1970
LN40736,201390,6,closed,2023-11-26,20,P001928,rfbSsICL,M,"""euxLe City""",JNBHD4593V,23-01-1990
LN95341,180222,12,active,2022-12-11,88,P001929,iSKUBJID,M,"""OpRTC City""",ZKFGM7798Y,09-12-1995
LN94098,48184,6,closed,2023-06-11,48,P001930,JJLbNylK,F,"""sJPcJ City""",RDVRF8840D,04-06-2001
LN21795,375822,6,active,2021-01-22,25,P001931,jLFDpmnC,M,"""YlcJT City""",CYWJJ1035D,28-09-1997
LN23919,465233,6,default,2022-03-07,51,P001932,FFPMQezV,F,"""wGWiu City""",ITWHE1571T,24-07-1988
LN94582,35193,12,default,2022-12-02,79,P001933,jkLGjfGM,F,"""Vxnqa City""",RZRJN1351R,05-01-1971
LN90202,318229,36,closed,2023-09-06,61,P001934,SrNGGnHl,M,"""KrATs City""",NYTWG6558F,23-08-1998
LN34624,429393,6,active,2020-11-22,3,P001935,UfddJeYe,F,"""QpCaH City""",TZUKB9342E,20-11-2001
LN75182,440391,24,closed,2022-10-17,51,P001936,ConOVwYU,M,"""yVxWQ City""",JMXNH6328H,04-12-2005
LN13393,176634,12,closed,2022-07-10,14,P001937,KlAsRdsE,M,"""AeabU City""",OUXIM3669B,20-10-1992
LN97813,488898,6,default,2023-06-14,31,P001938,XXdTESwb,M,"""nwQOp City""",TWWLN1269V,24-11-1986
LN37894,345579,12,active,2021-12-01,36,P001939,jiHzldyz,F,"""WdorQ City""",CTDEV2041J,16-06-1986
LN48214,238837,36,default,2020-10-03,87,P001940,jlJffPmF,M,"""yYxDA City""",OVVOJ2416J,02-06-1992
LN27365,114868,24,active,2023-01-14,37,P001941,KbyNRVji,F,"""XtOYp City""",ONPOS5089K,15-10-1976
LN66976,350920,24,active,2022-07-05,32,P001942,YyxjFhOI,F,"""FRiZC City""",UCHSS9203S,18-04-2000
LN47030,422565,24,active,2022-12-16,53,P001943,YpMBgAVb,F,"""juGvt City""",HSUHT7220N,08-07-1972
LN99829,341783,36,default,2021-07-03,36,P001944,UZkxDijh,M,"""fFKJB City""",GTOZQ1466S,15-01-1985
LN22458,185545,6,active,2023-08-21,26,P001945,XKvJjyxh,M,"""tsGHC City""",HPVHG1960P,25-09-1978
LN55972,325139,6,closed,2022-02-14,29,P001946,kxSOiDPf,F,"""PZdGk City""",UTFYV2794I,02-07-1987
LN27530,98567,12,default,2023-02-04,55,P001947,CMMLSYvk,M,"""XXKdf City""",ZCEWS6627O,04-09-1970
LN37027,64424,36,closed,2023-04-09,11,P001948,QtOHSRyp,F,"""jxrui City""",LWXLY3010H,04-07-1978
LN69834,318943,36,default,2020-03-21,57,P001949,RroBUcDD,F,"""ddPJz City""",IHPBE7942I,01-01-1984
LN22365,170566,36,closed,2022-01-18,83,P001950,HKfopVLw,M,"""mCoEJ City""",RTJDY7072G,03-06-1984
LN42867,263945,6,active,2024-01-28,89,P001951,SxGPYwMc,F,"""NwUjJ City""",TULKG7653W,01-09-1976
LN58723,181040,12,active,2020-09-22,4,P001952,tizlFheK,F,"""mDbmk City""",FJHON1605A,19-03-1999
LN11071,436709,36,default,2023-04-15,14,P001953,bFOTdopb,F,"""vezcK City""",HWKYV3586D,28-06-1985
LN88198,53676,12,default,2024-05-20,76,P001954,sgcSYWLr,M,"""vbiie City""",QERSY3746M,12-03-1971
LN66726,266865,6,closed,2024-05-06,83,P001955,ZuVjGDHW,F,"""VufmB City""",FTWAP4738N,05-08-2002
LN12490,269292,12,active,2024-08-28,44,P001956,ndLnhEdT,F,"""FsQKT City""",YFFXS4174Z,07-07-2003
LN84493,417778,36,default,2024-05-08,47,P001957,TtKTkSwv,F,"""yiCTt City""",TBOAJ3109B,13-11-1975
LN24152,44822,6,active,2023-12-21,89,P001958,HyiUqEDf,M,"""YhONh City""",ZCVPS5758U,07-08-1988
LN22677,148197,36,closed,2023-10-18,21,P001959,vGiOcQuG,M,"""vYSfo City""",BMEFX9067V,26-07-1994
LN50258,295566,6,default,2023-01-14,59,P001960,wErCJucV,M,"""STfwi City""",KOKAD2275D,05-07-1994
LN61485,32053,6,default,2023-09-15,74,P001961,JLIqBzIe,F,"""jOYbj City""",XODUR9948R,19-07-1992
LN20503,42259,36,closed,2020-10-14,52,P001962,JnYTTtkg,F,"""ItubI City""",GTVOW5501P,17-04-1975
LN17611,393233,24,active,2021-03-18,60,P001963,qHUIDMoB,F,"""lOSOt City""",CKEFM7133S,21-06-1985
LN56874,69426,24,active,2024-01-25,76,P001964,opBnhkat,M,"""UEgrL City""",HADVZ9275W,26-09-2005
LN46848,263339,6,closed,2020-01-16,52,P001965,gONnMXxl,F,"""FwmAn City""",XAJQT6616L,27-10-1986
LN15938,282670,24,active,2022-09-24,40,P001966,vJxCTyoR,F,"""Zyyji City""",BSKJX6223M,05-08-1983
LN59345,182496,36,active,2020-12-07,82,P001967,mdbKvglN,M,"""pBQtO City""",EDGPS4138U,21-10-1993
LN65721,136823,24,active,2022-10-06,28,P001968,yNTvkyve,F,"""dUjiK City""",KDGUH3126J,07-06-1988
LN88695,164755,12,default,2022-04-10,71,P001969,yWOmheeH,F,"""ajIkS City""",HKHJS4343D,13-10-1990
LN20732,181011,24,closed,2023-10-15,52,P001970,bhyOozaU,F,"""zswsW City""",YZBIO8250H,10-09-1981
LN30056,197725,12,active,2023-05-09,44,P001971,HfNCHSYi,F,"""WzojW City""",RKHKI3065Z,15-09-1991
LN87610,200458,36,closed,2024-09-27,74,P001972,OEZJamNE,F,"""LSMny City""",CMNAH6656G,28-12-1993
LN79749,247709,36,default,2023-07-24,88,P001973,bKqaeRkm,F,"""JRWAd City""",PEARB5062I,18-07-1994
LN67487,441261,12,active,2020-02-01,5,P001974,PyqrWrIf,F,"""KkyFn City""",RLBWW1446J,19-05-1990
LN31682,384358,6,active,2022-06-11,61,P001975,FHWzHPhv,F,"""MotBi City""",GDAYS5786P,05-02-1984
LN32116,43293,12,active,2022-06-01,46,P001976,MCVVACWx,F,"""WrWUY City""",CSOSY2066G,17-07-2003
LN18466,161971,36,default,2020-09-02,31,P001977,AmFSWGAi,F,"""WbRXY City""",RUJAU4058M,10-12-1976
LN98989,117331,24,active,2021-11-23,43,P001978,lfczLoTP,F,"""VJLAX City""",BKKKQ2923P,11-06-2004
LN52614,211090,6,active,2022-06-24,56,P001979,ToKxmDvC,F,"""QnROo City""",PYESG4527G,25-12-1997
LN47221,131790,36,default,2021-05-20,4,P001980,PSojvXig,M,"""ADaDY City""",PYIHS2229S,26-09-1973
LN22748,74763,36,default,2023-09-12,25,P001981,dHZAAPrV,M,"""SSDmh City""",BKHYX4461N,25-08-1974
LN22352,83834,36,closed,2022-07-17,33,P001982,LziYjraL,F,"""AVZmW City""",MRGTT9752M,10-02-1999
LN47985,59832,6,closed,2021-01-24,61,P001983,bsfZFOhv,M,"""fzUUQ City""",YRUWS6132J,05-08-1973
LN81849,325132,36,active,2020-09-01,2,P001984,AxyweZNd,M,"""LmnbH City""",JDPAF5328E,13-03-1973
LN83231,62561,6,default,2020-02-05,33,P001985,OCsLkQjn,F,"""LxJQg City""",LRPHS9810I,05-04-1989
LN51980,286767,24,active,2022-09-12,67,P001986,AuJuYqMT,M,"""ibtuD City""",HBBCZ5781W,14-07-1996
LN41495,427729,36,default,2020-08-28,78,P001987,brkbsIyV,F,"""vVcWn City""",VYVKB4654Z,11-03-1978
LN77446,299352,24,closed,2020-04-18,56,P001988,imoYnqDy,F,"""jmuqM City""",GNMOF5342M,04-08-1980
LN95668,147307,6,default,2021-06-13,25,P001989,wkkvgCLh,F,"""WkwqT City""",ZMUVH1343J,22-02-1991
LN19371,205608,12,default,2021-04-18,5,P001990,GVZVKEHe,M,"""FQYyV City""",BGYDA3301A,20-08-1990
LN93832,45496,36,active,2022-09-19,6,P001991,RIVOfkvx,F,"""miYVv City""",IPPQV1528J,13-11-1991
LN73229,178100,36,closed,2024-01-24,67,P001992,JZyLAmAQ,F,"""UHpwU City""",ZEKWU4356A,28-02-1972
LN83821,373500,12,default,2021-04-09,78,P001993,KNbomKpH,M,"""tjsMT City""",LIAJW1993Z,09-04-2004
LN94431,474659,6,active,2023-07-04,20,P001994,zXdsevJd,F,"""LKkQf City""",IEZNW9221R,23-12-2004
LN16646,76162,36,closed,2024-01-23,68,P001995,DsbwelLZ,F,"""mNqNL City""",LBNYE4963I,16-09-1999
LN28998,81199,36,active,2021-09-15,13,P001996,ENPdJBXA,F,"""Lndcg City""",KUIYL3492F,14-06-1977
LN62205,260680,12,default,2021-06-27,21,P001997,fpIYNwXl,F,"""hdxow City""",ICJNC3645I,04-06-1988
LN71705,227649,6,closed,2021-05-19,66,P001998,mwcFPuGV,M,"""EDByP City""",CXNKO3716Z,09-01-1987
LN11192,281797,36,default,2023-06-15,68,P001999,NWghJiKE,F,"""dFlUG City""",BKGRT7998K,19-04-1982
LN36319,241433,6,default,2020-02-15,58,P002000,SjimKtMa,F,"""YGBOs City""",NEGRU7824P,26-10-1989
LN83750,348633,36,default,2022-12-09,23,P002001,qhRbrHda,F,"""VKdOu City""",HAGHR3513X,03-10-1977
LN52807,105779,36,active,2023-12-07,23,P002002,tWibWrBc,M,"""PJhTC City""",CSWTS4629D,28-01-1982
LN56678,149232,24,active,2021-11-26,16,P002003,saRiMLzP,F,"""iBNRY City""",DCJID5913L,02-08-1972
LN86043,408816,24,active,2023-10-19,40,P002004,OtOAQTjy,F,"""MYbwm City""",ESCQR1095Y,04-12-1974
LN18044,385232,6,active,2022-12-07,63,P002005,gWcLOAef,M,"""BXePn City""",VMOML5334W,03-11-1982
LN41927,200564,12,active,2024-01-15,60,P002006,kUSWdpAz,F,"""SJxCX City""",FIULB5719V,22-11-2000
LN73443,179453,24,closed,2022-12-08,64,P002007,WcehyaWR,M,"""PYUel City""",YNSZA7126Y,16-09-1982
LN60853,65201,24,active,2022-12-25,43,P002008,rngcrhaD,M,"""RmPbb City""",KJGLR4697R,12-11-1978
LN95248,50504,36,active,2024-04-10,51,P002009,kkJQmlUi,F,"""qAltB City""",HMZYC2813B,10-01-1984
LN80674,202054,24,default,2021-09-16,31,P002010,cnSSvtNt,F,"""bEplz City""",XOXDX6224R,11-12-1981
LN26971,472570,36,default,2023-05-02,31,P002011,xVLxmacw,F,"""vxoxf City""",IBKFR3568D,24-05-1978
LN74121,229981,24,closed,2023-08-20,11,P002012,hZgEjlIB,F,"""GkEGU City""",BQFBO5531A,26-04-1992
LN38842,68897,12,default,2020-04-01,58,P002013,WMVxiOUz,M,"""ndDbU City""",IPFNO4743H,28-04-1980
LN81031,397757,24,closed,2023-04-09,66,P002014,HryshMsR,F,"""tUZki City""",ONGQS5558B,13-05-1990
LN65664,10679,12,closed,2023-12-16,31,P002015,IxCeVkfa,F,"""dkOwp City""",GIQMK1683T,22-05-1980
LN25054,342268,6,default,2021-02-21,14,P002016,LaUCoEMj,F,"""GBZVg City""",LJCOP5305Q,02-02-1996
LN81373,296549,6,closed,2022-05-16,41,P002017,AoizZOUJ,M,"""nepDs City""",JLBBX4680L,18-09-1991
LN42513,299021,6,active,2024-10-01,45,P002018,fkLtzULe,M,"""lGhoL City""",WKADT6631Y,17-07-1973
LN71269,81828,36,default,2024-08-20,67,P002019,owDFfCyI,M,"""TKVoN City""",ZNPTQ1572K,18-09-1978
LN15271,201623,24,closed,2020-06-02,21,P002020,bdYpVGQy,M,"""tkvqH City""",AOYNU2897P,02-09-1977
LN75692,421165,36,active,2024-02-11,51,P002021,mPGNVZdI,M,"""YwbKE City""",HDJOP7719R,15-09-1990
LN24338,462421,12,default,2020-03-12,30,P002022,NvbEqkOR,F,"""AshHw City""",YMTFK9170Y,20-12-1999
LN37691,336352,12,closed,2022-07-24,61,P002023,dHXVgVJA,M,"""MguqL City""",WXMOA7292Y,02-05-2004
LN76389,480705,24,active,2024-07-04,21,P002024,cDqaxUdk,F,"""oJeno City""",BEOPR4740O,18-04-1990
LN77834,51897,24,active,2024-11-12,48,P002025,kJCZIENn,F,"""Biibs City""",KZZTX4491D,10-01-1972
LN63085,314232,36,active,2022-03-05,11,P002026,WeGMkuhL,F,"""bPfsC City""",IWTZO5570Z,22-03-1991
LN35190,437014,24,default,2021-06-11,21,P002027,tShLGuUY,F,"""xnPiF City""",QWALD3007T,20-05-2004
LN82853,137420,36,closed,2020-12-11,24,P002028,haxKMuUQ,M,"""alEVz City""",QFVMS8586D,19-03-1973
LN97205,279250,24,default,2022-08-11,14,P002029,rqvwUmWa,M,"""IFWCD City""",HQIHC6551L,12-11-1971
LN48208,264129,24,default,2021-02-11,2,P002030,oXxTZRGF,M,"""pADwG City""",PDYTV2038Y,20-08-2002
LN51443,22937,6,active,2020-11-02,46,P002031,TNydWMnp,M,"""adUUf City""",KKIVX5520H,25-03-1995
LN74464,388268,36,closed,2022-07-14,46,P002032,VgdTzsFK,M,"""mxLhR City""",JUCBZ6145F,08-02-2002
LN37816,227399,6,default,2023-05-23,71,P002033,HBuLpxjx,F,"""BYEds City""",QSNXT8195U,01-07-1976
LN50904,32743,12,default,2020-02-24,65,P002034,tIgxgYmm,F,"""neZBh City""",ZAORU7243S,05-01-1999
LN88352,356991,24,active,2020-10-26,79,P002035,oivDtdSD,M,"""FfSqi City""",JKDPE2849U,03-06-1982
LN56819,216894,36,active,2022-02-14,18,P002036,MafeNoty,M,"""DpSHx City""",WACPT8045E,04-05-2002
LN83190,432351,6,closed,2023-01-20,81,P002037,bUzfKCqx,F,"""sUaRV City""",VXUOR9632E,21-11-1986
LN88607,452665,36,active,2023-02-19,35,P002038,kwQoHccz,M,"""pyMEr City""",ACIZP2396J,11-11-1979
LN76722,419058,6,default,2023-04-02,82,P002039,BrEFGOMc,F,"""BLptm City""",ZETZX7070S,12-01-1987
LN63938,469614,24,active,2023-07-21,55,P002040,uhoNJaEc,M,"""baTvx City""",UPJJV5916B,23-06-1971
LN73745,379935,24,active,2022-10-03,28,P002041,bOYSigns,F,"""VLbUf City""",MJPMV8392H,08-07-1988
LN57025,485442,36,closed,2024-10-04,10,P002042,bhBgGiAG,M,"""wNQzG City""",QHAZT7929Y,28-05-1980
LN53520,407649,6,default,2022-08-16,26,P002043,eeTVpYXW,M,"""vfMKb City""",LXLQD7695I,28-07-1981
LN24462,317830,6,default,2020-09-27,5,P002044,iQWcFLHm,F,"""JEIoA City""",XWMEO1465U,04-07-1989
LN25007,461547,24,active,2023-03-09,12,P002045,ZjqEgbEq,M,"""zgKWU City""",FCGYQ9465K,19-04-2005
LN91329,287253,6,closed,2024-11-01,5,P002046,NeBghXFJ,F,"""UixSN City""",DCXOQ4028C,25-09-2004
LN53575,287737,24,active,2022-02-11,49,P002047,kayHZbQZ,M,"""cEWkl City""",GLATU4114O,23-01-1980
LN95125,34556,36,closed,2023-05-07,61,P002048,EhfiUpuU,M,"""NCigH City""",NXJHQ4308R,21-07-1971
LN85349,110961,36,active,2024-06-27,65,P002049,XImwoMpP,M,"""pVWwj City""",JOCKV6666G,14-09-1986
LN41453,80528,12,closed,2021-07-25,7,P002050,IHbxMFen,F,"""eIxKk City""",KSRZP8010Y,01-09-1991
LN85540,75233,36,closed,2024-06-25,5,P002051,bXLkOXkn,M,"""SrvwA City""",LLFSI4798X,23-07-1983
LN55651,81899,36,active,2021-06-26,88,P002052,DsFfeVij,F,"""OClci City""",IDCMF9477D,21-03-1973
LN38176,309798,36,closed,2020-07-11,25,P002053,oolWkWWi,M,"""nTxpt City""",TAWBF4705O,13-01-1979
LN59414,204797,6,active,2021-07-05,70,P002054,TxpoeLUl,M,"""KJSSO City""",AYZZV4740A,17-10-1974
LN99501,162540,12,default,2020-10-07,39,P002055,TbVQeEZB,M,"""enrRj City""",ECFNK2969D,04-03-1993
LN49613,373208,6,default,2023-11-14,74,P002056,DufKZOZW,F,"""tRRpZ City""",GERKM4078K,17-01-1983
LN42898,210369,6,active,2024-03-11,52,P002057,FBTPiKKE,F,"""MjCAT City""",VLWTI8409U,06-05-2005
LN11440,186316,36,default,2023-07-15,53,P002058,GPCZayKQ,M,"""ylyPF City""",KJPMB8735I,12-03-1980
LN58148,201260,6,closed,2020-07-27,75,P002059,iZkZGqJc,F,"""OCLik City""",KYGLU9598E,23-07-1998
LN25493,366107,12,closed,2022-05-27,82,P002060,NDZJkmlw,M,"""xAbtn City""",HEFSF1543O,18-05-1975
LN31093,368464,24,closed,2024-01-05,59,P002061,QBCiSGFx,M,"""iiTZj City""",FEAGX6047B,09-06-1993
LN76758,41458,12,closed,2022-12-10,76,P002062,VoTuTPxo,M,"""cCbPo City""",UGTVC6070X,23-09-1973
LN65204,385568,36,default,2023-06-20,11,P002063,SQPLwJoA,F,"""OCvCs City""",VZQXR6955C,03-11-1981
LN21030,457981,12,active,2021-09-24,29,P002064,bHyfEwqC,F,"""TLyGe City""",IAYXU8235E,04-09-1991
LN25623,399649,6,active,2022-09-05,54,P002065,XsxBKDfT,M,"""gFDVj City""",BXDDE9342P,25-01-2002
LN16986,61017,12,default,2023-12-28,23,P002066,qjsNDCsh,M,"""YnLOk City""",YBYUH8318G,09-04-1984
LN68242,480734,36,default,2022-08-18,68,P002067,BCNscOrh,M,"""EtjDh City""",OLZQK6177S,18-11-2004
LN83477,360347,12,closed,2020-02-14,29,P002068,LHcdYCQR,M,"""jPajk City""",BCUOG2779M,25-12-1987
LN26233,41745,36,closed,2020-11-24,10,P002069,grgNOEmf,F,"""AWYCu City""",VXMNN3228H,09-05-2003
LN59444,93907,36,closed,2021-11-02,78,P002070,MIdUHTxo,M,"""LEaga City""",BPMEQ4790V,16-02-1999
LN36935,82335,12,closed,2020-11-22,35,P002071,VutEUsDg,M,"""baCtP City""",RUDDL7501I,27-11-1973
LN68936,376508,36,closed,2024-08-18,16,P002072,eHosfrmA,F,"""mZSWz City""",QTCDO2505N,04-10-1992
LN97293,205732,24,default,2023-10-17,26,P002073,qYtsfCun,F,"""IEqmG City""",JWQRF5969A,03-05-1978
LN36744,172265,36,active,2023-07-23,88,P002074,wnEsGOXa,M,"""XSKMJ City""",ZMVOG8296V,11-10-2002
LN88622,441796,6,active,2022-04-15,49,P002075,AzOFciKx,F,"""DTLuw City""",IMANH2133Q,03-11-1980
LN98658,31760,24,active,2021-07-26,86,P002076,omWHskYJ,F,"""RZPLK City""",HGJOE7282S,12-08-1980
LN11980,171787,12,closed,2022-06-15,19,P002077,erPSmKtT,F,"""HtEsK City""",ZAQPO3538M,22-03-2003
LN61042,356828,12,active,2023-04-15,38,P002078,gtvxAuuh,M,"""gfJzM City""",LWANO2142M,24-06-2002
LN90296,354307,36,default,2024-06-26,60,P002079,vcYTJzGw,F,"""GrBFG City""",TQVDL7591X,13-02-1980
LN10159,236159,24,closed,2020-10-03,33,P002080,DendLcTb,M,"""xkgfq City""",LWVKA9559H,28-12-1985
LN48310,422767,36,active,2023-03-09,6,P002081,rdbsIPVa,M,"""HwBvU City""",QUOZV6015U,03-08-1976
LN12267,79809,6,active,2022-04-08,36,P002082,HMaNiYbq,M,"""CVlye City""",QEIMJ9027B,01-11-1979
LN83965,299068,24,active,2020-09-27,25,P002083,NGqKTFaP,F,"""Czdbg City""",XVAWI4606B,07-09-1972
LN30292,112149,6,active,2021-10-26,4,P002084,wyMbxgdr,F,"""nMeag City""",UUZGV8068J,15-07-1986
LN61284,144506,24,active,2022-06-20,48,P002085,mldbeuJj,F,"""DwxZt City""",ZOZDG3850E,12-04-1971
LN40884,36035,36,closed,2020-04-13,1,P002086,DqfXERdX,M,"""yaKFg City""",SFGCI4445M,01-03-1981
LN30455,409016,24,default,2023-05-21,81,P002087,mNAeadve,M,"""cjaYV City""",NGEOB7145F,08-01-1981
LN98095,12829,12,closed,2020-11-27,84,P002088,yjJgmNYc,M,"""GpPjl City""",VLRCC8697T,01-01-1982
LN21605,17175,36,active,2022-05-09,81,P002089,TjMzLcTR,M,"""qJrnX City""",TFCKE5580D,12-11-2004
LN79693,260036,12,closed,2021-08-18,36,P002090,vULnqHgp,M,"""VOJAV City""",OZNJA3750X,20-08-1994
LN27454,499397,24,default,2023-09-04,25,P002091,CvCoHaqr,M,"""fGSPJ City""",MGZOG9802X,14-07-2004
LN52316,43094,6,default,2024-09-05,9,P002092,LxVGOaUS,M,"""GYFAH City""",XSPJA3907C,04-07-1980
LN84736,388341,24,closed,2022-07-27,67,P002093,QbQZqsxN,F,"""uHacd City""",WWYXH8708O,03-01-1975
LN37518,285381,24,active,2024-11-23,35,P002094,ppNGdZoe,F,"""QfrXO City""",IDWRR4725X,18-05-1987
LN50543,246959,6,default,2024-03-01,57,P002095,SKQFskQT,F,"""bAupx City""",MSANC9434O,06-04-1972
LN21335,265777,24,closed,2024-11-24,30,P002096,AXWNWYJf,F,"""KvbnF City""",FULCQ9578P,06-12-2004
LN85105,245967,24,closed,2023-07-13,38,P002097,mCXuLonM,F,"""Iqccc City""",DFLJH9689S,16-10-1980
LN33355,18448,12,closed,2021-10-05,46,P002098,MMRDMUHc,F,"""ghYZi City""",UYWGJ6229I,20-02-1980
LN35070,277825,12,default,2023-02-04,71,P002099,fmSIGRma,M,"""oEUGd City""",FPOVC3522E,23-07-1976
LN38797,155943,6,default,2024-12-24,86,P002100,HIIWbecg,F,"""eFrgb City""",XGSRA3124D,11-08-1978
LN68739,231508,12,active,2023-11-06,29,P002101,YisMvhtK,M,"""mhTYg City""",LYQLC8983F,13-12-1992
LN62390,46640,36,closed,2020-03-08,19,P002102,HPZrpGJr,M,"""CdAAA City""",GMEDE5888O,19-12-1989
LN30288,195335,24,default,2024-07-19,40,P002103,fkjueMmB,M,"""jzpgT City""",YKIZH9994R,26-02-1992
LN57263,202412,36,default,2021-07-09,8,P002104,HSCfqRod,M,"""hqCuZ City""",BVNAW7660K,12-09-1981
